Year,Value,Units
2013,2.195585628012632,процент
2014,2.32463470864761,процент
2015,2.2992419279804124,процент
2016,2.418602433645232,процент
2017,2.098614851605744,процент
2018,1.9932211238728923,процент
2019,2.2,процент
